country_code,region,year,value,indicator_code,indicator_name
CHE,Europe,1982,3.0,NCD_GLUC_04,Diabetes Prevalence
SLB,Western Pacific,1984,6.6,NCD_GLUC_04,Diabetes Prevalence
BHS,Americas,1998,10.1,NCD_GLUC_04,Diabetes Prevalence
COK,Western Pacific,2003,23.4,NCD_GLUC_04,Diabetes Prevalence
DEU,Europe,1987,5.2,NCD_GLUC_04,Diabetes Prevalence
SWE,Europe,2008,5.9,NCD_GLUC_04,Diabetes Prevalence
BOL,Americas,2000,5.6,NCD_GLUC_04,Diabetes Prevalence
LTU,Europe,1984,7.4,NCD_GLUC_04,Diabetes Prevalence
BRB,Americas,2010,9.7,NCD_GLUC_04,Diabetes Prevalence
IDN,Western Pacific,2000,6.4,NCD_GLUC_04,Diabetes Prevalence
EGY,Eastern Mediterranean,2014,16.0,NCD_GLUC_04,Diabetes Prevalence
NIC,Americas,1984,6.1,NCD_GLUC_04,Diabetes Prevalence
NRU,Western Pacific,2012,30.1,NCD_GLUC_04,Diabetes Prevalence
LKA,South-East Asia,2003,5.2,NCD_GLUC_04,Diabetes Prevalence
QAT,Eastern Mediterranean,2006,16.0,NCD_GLUC_04,Diabetes Prevalence
TON,Western Pacific,1998,16.7,NCD_GLUC_04,Diabetes Prevalence
LBY,Eastern Mediterranean,2009,14.4,NCD_GLUC_04,Diabetes Prevalence
TZA,Africa,1987,3.2,NCD_GLUC_04,Diabetes Prevalence
TGO,Africa,2003,5.3,NCD_GLUC_04,Diabetes Prevalence
MEX,Americas,1980,6.5,NCD_GLUC_04,Diabetes Prevalence
SRB,Europe,2014,6.9,NCD_GLUC_04,Diabetes Prevalence
CAF,Africa,1993,4.2,NCD_GLUC_04,Diabetes Prevalence
BOL,Americas,2009,6.3,NCD_GLUC_04,Diabetes Prevalence
MDG,Africa,1980,2.5,NCD_GLUC_04,Diabetes Prevalence
MKD,Europe,2012,7.4,NCD_GLUC_04,Diabetes Prevalence
TKM,Europe,2001,7.3,NCD_GLUC_04,Diabetes Prevalence
NAM,Africa,1998,5.5,NCD_GLUC_04,Diabetes Prevalence
ARE,Eastern Mediterranean,1983,9.5,NCD_GLUC_04,Diabetes Prevalence
ROU,Europe,2001,5.5,NCD_GLUC_04,Diabetes Prevalence
NPL,South-East Asia,1995,5.7,NCD_GLUC_04,Diabetes Prevalence
ZMB,Africa,1989,4.3,NCD_GLUC_04,Diabetes Prevalence
DEU,Europe,1990,4.7,NCD_GLUC_04,Diabetes Prevalence
AGO,Africa,1991,4.0,NCD_GLUC_04,Diabetes Prevalence
VUT,Western Pacific,2005,12.5,NCD_GLUC_04,Diabetes Prevalence
TJK,Europe,2014,9.9,NCD_GLUC_04,Diabetes Prevalence
COL,Americas,2010,7.8,NCD_GLUC_04,Diabetes Prevalence
SRB,Europe,1982,5.4,NCD_GLUC_04,Diabetes Prevalence
GAB,Africa,1981,4.1,NCD_GLUC_04,Diabetes Prevalence
SGP,Western Pacific,1998,9.6,NCD_GLUC_04,Diabetes Prevalence
ZMB,Africa,1987,4.5,NCD_GLUC_04,Diabetes Prevalence
MNG,Western Pacific,1995,7.0,NCD_GLUC_04,Diabetes Prevalence
BGD,South-East Asia,1993,5.8,NCD_GLUC_04,Diabetes Prevalence
GBR,Europe,2004,6.2,NCD_GLUC_04,Diabetes Prevalence
SLB,Western Pacific,1990,7.4,NCD_GLUC_04,Diabetes Prevalence
BRB,Americas,2000,9.1,NCD_GLUC_04,Diabetes Prevalence
USA,Americas,1999,5.6,NCD_GLUC_04,Diabetes Prevalence
TCD,Africa,1988,3.4,NCD_GLUC_04,Diabetes Prevalence
TON,Western Pacific,2006,22.2,NCD_GLUC_04,Diabetes Prevalence
LKA,South-East Asia,1988,4.5,NCD_GLUC_04,Diabetes Prevalence
GRD,Americas,2014,8.8,NCD_GLUC_04,Diabetes Prevalence
NAM,Africa,1993,4.9,NCD_GLUC_04,Diabetes Prevalence
HND,Americas,1987,4.6,NCD_GLUC_04,Diabetes Prevalence
MLI,Africa,2011,5.9,NCD_GLUC_04,Diabetes Prevalence
ISR,Europe,1999,6.1,NCD_GLUC_04,Diabetes Prevalence
FJI,Western Pacific,1992,11.9,NCD_GLUC_04,Diabetes Prevalence
MMR,South-East Asia,2013,7.3,NCD_GLUC_04,Diabetes Prevalence
SYR,Eastern Mediterranean,2010,13.3,NCD_GLUC_04,Diabetes Prevalence
TLS,South-East Asia,2002,4.8,NCD_GLUC_04,Diabetes Prevalence
GMB,Africa,1998,5.5,NCD_GLUC_04,Diabetes Prevalence
GTM,Americas,2000,6.9,NCD_GLUC_04,Diabetes Prevalence
PHL,Western Pacific,1995,6.0,NCD_GLUC_04,Diabetes Prevalence
SWZ,Africa,2008,9.9,NCD_GLUC_04,Diabetes Prevalence
JOR,Eastern Mediterranean,2013,16.5,NCD_GLUC_04,Diabetes Prevalence
ZAF,Africa,2003,10.4,NCD_GLUC_04,Diabetes Prevalence
BHR,Eastern Mediterranean,1992,9.5,NCD_GLUC_04,Diabetes Prevalence
PAN,Americas,1992,5.7,NCD_GLUC_04,Diabetes Prevalence
SUR,Americas,1999,10.3,NCD_GLUC_04,Diabetes Prevalence
KHM,Western Pacific,2005,5.9,NCD_GLUC_04,Diabetes Prevalence
SLE,Africa,2010,6.3,NCD_GLUC_04,Diabetes Prevalence
SWZ,Africa,2004,6.0,NCD_GLUC_04,Diabetes Prevalence
GTM,Americas,2001,7.0,NCD_GLUC_04,Diabetes Prevalence
FSM,Western Pacific,2003,16.9,NCD_GLUC_04,Diabetes Prevalence
LTU,Europe,2013,8.7,NCD_GLUC_04,Diabetes Prevalence
LBR,Africa,1982,3.9,NCD_GLUC_04,Diabetes Prevalence
CAN,Americas,1989,4.3,NCD_GLUC_04,Diabetes Prevalence
UZB,Europe,2004,7.4,NCD_GLUC_04,Diabetes Prevalence
SEN,Africa,1994,5.2,NCD_GLUC_04,Diabetes Prevalence
AGO,Africa,2005,6.2,NCD_GLUC_04,Diabetes Prevalence
COG,Africa,1982,3.6,NCD_GLUC_04,Diabetes Prevalence
MUS,Africa,1993,10.8,NCD_GLUC_04,Diabetes Prevalence
MLI,Africa,2005,6.4,NCD_GLUC_04,Diabetes Prevalence
OMN,Eastern Mediterranean,1984,5.7,NCD_GLUC_04,Diabetes Prevalence
IDN,Western Pacific,1995,5.6,NCD_GLUC_04,Diabetes Prevalence
UKR,Europe,2007,7.0,NCD_GLUC_04,Diabetes Prevalence
IDN,Western Pacific,1993,4.7,NCD_GLUC_04,Diabetes Prevalence
MDG,Africa,1996,3.6,NCD_GLUC_04,Diabetes Prevalence
ECU,Americas,2004,6.1,NCD_GLUC_04,Diabetes Prevalence
KIR,Western Pacific,2003,18.4,NCD_GLUC_04,Diabetes Prevalence
VUT,Western Pacific,1992,8.9,NCD_GLUC_04,Diabetes Prevalence
PRK,South-East Asia,1987,6.2,NCD_GLUC_04,Diabetes Prevalence
NLD,Europe,1993,4.4,NCD_GLUC_04,Diabetes Prevalence
MYS,Western Pacific,1993,7.6,NCD_GLUC_04,Diabetes Prevalence
HTI,Americas,2005,6.8,NCD_GLUC_04,Diabetes Prevalence
LAO,Western Pacific,1994,4.4,NCD_GLUC_04,Diabetes Prevalence
KGZ,Europe,1989,5.3,NCD_GLUC_04,Diabetes Prevalence
MDA,Europe,2013,7.5,NCD_GLUC_04,Diabetes Prevalence
IDN,Western Pacific,1986,3.8,NCD_GLUC_04,Diabetes Prevalence
LBR,Africa,1988,4.4,NCD_GLUC_04,Diabetes Prevalence
ZMB,Africa,1985,4.0,NCD_GLUC_04,Diabetes Prevalence
KAZ,Europe,2005,9.9,NCD_GLUC_04,Diabetes Prevalence
CHE,Europe,1993,3.3,NCD_GLUC_04,Diabetes Prevalence
PRT,Europe,1988,4.9,NCD_GLUC_04,Diabetes Prevalence
ISR,Europe,2013,7.0,NCD_GLUC_04,Diabetes Prevalence
MDV,South-East Asia,2003,8.9,NCD_GLUC_04,Diabetes Prevalence
BOL,Americas,2004,7.5,NCD_GLUC_04,Diabetes Prevalence
IRL,Europe,1990,4.6,NCD_GLUC_04,Diabetes Prevalence
SWE,Europe,2003,4.0,NCD_GLUC_04,Diabetes Prevalence
TTO,Americas,1985,4.5,NCD_GLUC_04,Diabetes Prevalence
CHL,Americas,1982,7.6,NCD_GLUC_04,Diabetes Prevalence
GRD,Americas,1984,3.7,NCD_GLUC_04,Diabetes Prevalence
KIR,Western Pacific,2001,17.0,NCD_GLUC_04,Diabetes Prevalence
CZE,Europe,1987,6.6,NCD_GLUC_04,Diabetes Prevalence
YEM,Eastern Mediterranean,2005,8.3,NCD_GLUC_04,Diabetes Prevalence
LBN,Eastern Mediterranean,2002,9.4,NCD_GLUC_04,Diabetes Prevalence
KEN,Africa,2013,5.9,NCD_GLUC_04,Diabetes Prevalence
VCT,Americas,2004,10.0,NCD_GLUC_04,Diabetes Prevalence
VCT,Americas,2001,9.3,NCD_GLUC_04,Diabetes Prevalence
ALB,Europe,1990,5.4,NCD_GLUC_04,Diabetes Prevalence
NGA,Africa,2003,5.0,NCD_GLUC_04,Diabetes Prevalence
KIR,Western Pacific,1997,15.2,NCD_GLUC_04,Diabetes Prevalence
NIC,Americas,1987,6.5,NCD_GLUC_04,Diabetes Prevalence
BHS,Americas,1991,8.0,NCD_GLUC_04,Diabetes Prevalence
NLD,Europe,2002,5.1,NCD_GLUC_04,Diabetes Prevalence
SGP,Western Pacific,1991,9.1,NCD_GLUC_04,Diabetes Prevalence
ERI,Africa,1990,3.0,NCD_GLUC_04,Diabetes Prevalence
SEN,Africa,2000,5.8,NCD_GLUC_04,Diabetes Prevalence
PLW,Western Pacific,2013,24.6,NCD_GLUC_04,Diabetes Prevalence
BTN,South-East Asia,2014,11.9,NCD_GLUC_04,Diabetes Prevalence
BRA,Americas,1981,4.9,NCD_GLUC_04,Diabetes Prevalence
AZE,Europe,2008,9.5,NCD_GLUC_04,Diabetes Prevalence
VCT,Americas,1986,4.8,NCD_GLUC_04,Diabetes Prevalence
KEN,Africa,2011,5.8,NCD_GLUC_04,Diabetes Prevalence
CMR,Africa,1992,3.9,NCD_GLUC_04,Diabetes Prevalence
BRB,Americas,2008,10.8,NCD_GLUC_04,Diabetes Prevalence
GAB,Africa,1999,7.2,NCD_GLUC_04,Diabetes Prevalence
MWI,Africa,2005,5.2,NCD_GLUC_04,Diabetes Prevalence
UKR,Europe,1988,6.0,NCD_GLUC_04,Diabetes Prevalence
PRY,Americas,1987,4.0,NCD_GLUC_04,Diabetes Prevalence
IRN,Eastern Mediterranean,1982,6.1,NCD_GLUC_04,Diabetes Prevalence
SUR,Americas,1989,9.1,NCD_GLUC_04,Diabetes Prevalence
BHR,Eastern Mediterranean,1997,10.1,NCD_GLUC_04,Diabetes Prevalence
SLE,Africa,2013,6.9,NCD_GLUC_04,Diabetes Prevalence
AUT,Europe,1980,3.9,NCD_GLUC_04,Diabetes Prevalence
DJI,Eastern Mediterranean,1996,7.1,NCD_GLUC_04,Diabetes Prevalence
CHN,Western Pacific,2013,7.6,NCD_GLUC_04,Diabetes Prevalence
GNQ,Africa,2010,8.4,NCD_GLUC_04,Diabetes Prevalence
PNG,Western Pacific,2002,10.8,NCD_GLUC_04,Diabetes Prevalence
ARM,Europe,1980,6.8,NCD_GLUC_04,Diabetes Prevalence
STP,Africa,1989,5.1,NCD_GLUC_04,Diabetes Prevalence
SWE,Europe,1996,4.8,NCD_GLUC_04,Diabetes Prevalence
TON,Western Pacific,1995,15.3,NCD_GLUC_04,Diabetes Prevalence
RWA,Africa,2013,4.5,NCD_GLUC_04,Diabetes Prevalence
BTN,South-East Asia,2014,11.5,NCD_GLUC_04,Diabetes Prevalence
HND,Americas,2007,7.8,NCD_GLUC_04,Diabetes Prevalence
JOR,Eastern Mediterranean,1992,12.1,NCD_GLUC_04,Diabetes Prevalence
KAZ,Europe,1997,8.4,NCD_GLUC_04,Diabetes Prevalence
ZAF,Africa,1983,6.5,NCD_GLUC_04,Diabetes Prevalence
IRL,Europe,1995,5.0,NCD_GLUC_04,Diabetes Prevalence
PAN,Americas,1984,5.5,NCD_GLUC_04,Diabetes Prevalence
LCA,Americas,1995,6.8,NCD_GLUC_04,Diabetes Prevalence
ROU,Europe,2009,6.3,NCD_GLUC_04,Diabetes Prevalence
TKM,Europe,2003,7.8,NCD_GLUC_04,Diabetes Prevalence
AGO,Africa,1997,4.8,NCD_GLUC_04,Diabetes Prevalence
CHE,Europe,2000,3.2,NCD_GLUC_04,Diabetes Prevalence
DEU,Europe,1992,4.7,NCD_GLUC_04,Diabetes Prevalence
HRV,Europe,2011,6.9,NCD_GLUC_04,Diabetes Prevalence
KWT,Eastern Mediterranean,1990,13.3,NCD_GLUC_04,Diabetes Prevalence
LBY,Eastern Mediterranean,1992,9.9,NCD_GLUC_04,Diabetes Prevalence
IRL,Europe,2001,4.6,NCD_GLUC_04,Diabetes Prevalence
NER,Africa,1996,3.7,NCD_GLUC_04,Diabetes Prevalence
NPL,South-East Asia,1998,6.3,NCD_GLUC_04,Diabetes Prevalence
PER,Americas,2001,6.7,NCD_GLUC_04,Diabetes Prevalence
YEM,Eastern Mediterranean,1991,4.3,NCD_GLUC_04,Diabetes Prevalence
DJI,Eastern Mediterranean,2002,7.8,NCD_GLUC_04,Diabetes Prevalence
GIN,Africa,1991,3.4,NCD_GLUC_04,Diabetes Prevalence
POL,Europe,2008,7.4,NCD_GLUC_04,Diabetes Prevalence
LAO,Western Pacific,1996,5.1,NCD_GLUC_04,Diabetes Prevalence
KOR,Western Pacific,2003,8.2,NCD_GLUC_04,Diabetes Prevalence
BTN,South-East Asia,2007,10.4,NCD_GLUC_04,Diabetes Prevalence
NGA,Africa,2011,5.9,NCD_GLUC_04,Diabetes Prevalence
CYP,Europe,1984,4.2,NCD_GLUC_04,Diabetes Prevalence
BRN,Western Pacific,1986,6.8,NCD_GLUC_04,Diabetes Prevalence
GRD,Americas,1997,8.1,NCD_GLUC_04,Diabetes Prevalence
BLR,Europe,1981,4.8,NCD_GLUC_04,Diabetes Prevalence
TUN,Eastern Mediterranean,1992,6.6,NCD_GLUC_04,Diabetes Prevalence
COG,Africa,1996,5.3,NCD_GLUC_04,Diabetes Prevalence
SYC,Africa,2014,10.4,NCD_GLUC_04,Diabetes Prevalence
SGP,Western Pacific,1997,8.0,NCD_GLUC_04,Diabetes Prevalence
AZE,Europe,1999,8.3,NCD_GLUC_04,Diabetes Prevalence
SGP,Western Pacific,2003,7.4,NCD_GLUC_04,Diabetes Prevalence
PNG,Western Pacific,2014,14.3,NCD_GLUC_04,Diabetes Prevalence
KHM,Western Pacific,1989,3.6,NCD_GLUC_04,Diabetes Prevalence
KIR,Western Pacific,1986,9.6,NCD_GLUC_04,Diabetes Prevalence
FJI,Western Pacific,2009,17.1,NCD_GLUC_04,Diabetes Prevalence
LAO,Western Pacific,1983,4.1,NCD_GLUC_04,Diabetes Prevalence
PNG,Western Pacific,1985,6.3,NCD_GLUC_04,Diabetes Prevalence
URY,Americas,1991,7.8,NCD_GLUC_04,Diabetes Prevalence
KWT,Eastern Mediterranean,2003,16.1,NCD_GLUC_04,Diabetes Prevalence
JOR,Eastern Mediterranean,1991,10.7,NCD_GLUC_04,Diabetes Prevalence
TJK,Europe,2005,7.2,NCD_GLUC_04,Diabetes Prevalence
BEL,Europe,1995,6.0,NCD_GLUC_04,Diabetes Prevalence
MNG,Western Pacific,2000,8.0,NCD_GLUC_04,Diabetes Prevalence
DOM,Americas,1996,7.1,NCD_GLUC_04,Diabetes Prevalence
SAU,Eastern Mediterranean,1986,9.8,NCD_GLUC_04,Diabetes Prevalence
SWZ,Africa,1984,4.6,NCD_GLUC_04,Diabetes Prevalence
NRU,Western Pacific,1997,31.3,NCD_GLUC_04,Diabetes Prevalence
SWZ,Africa,1987,5.0,NCD_GLUC_04,Diabetes Prevalence
UGA,Africa,2012,4.1,NCD_GLUC_04,Diabetes Prevalence
RWA,Africa,1988,1.4,NCD_GLUC_04,Diabetes Prevalence
TCD,Africa,1997,3.7,NCD_GLUC_04,Diabetes Prevalence
SYR,Eastern Mediterranean,2002,10.9,NCD_GLUC_04,Diabetes Prevalence
BEN,Africa,2014,7.4,NCD_GLUC_04,Diabetes Prevalence
GNQ,Africa,1997,5.0,NCD_GLUC_04,Diabetes Prevalence
OMN,Eastern Mediterranean,1982,5.2,NCD_GLUC_04,Diabetes Prevalence
DJI,Eastern Mediterranean,1982,5.8,NCD_GLUC_04,Diabetes Prevalence
SLE,Africa,2014,6.6,NCD_GLUC_04,Diabetes Prevalence
PER,Americas,1990,6.6,NCD_GLUC_04,Diabetes Prevalence
ARE,Eastern Mediterranean,1999,11.5,NCD_GLUC_04,Diabetes Prevalence
SWE,Europe,2001,4.9,NCD_GLUC_04,Diabetes Prevalence
PAK,Eastern Mediterranean,2007,10.5,NCD_GLUC_04,Diabetes Prevalence
LBN,Eastern Mediterranean,2013,13.9,NCD_GLUC_04,Diabetes Prevalence
MDA,Europe,1989,5.4,NCD_GLUC_04,Diabetes Prevalence
MKD,Europe,2001,6.5,NCD_GLUC_04,Diabetes Prevalence
GAB,Africa,1997,6.9,NCD_GLUC_04,Diabetes Prevalence
GHA,Africa,1996,4.7,NCD_GLUC_04,Diabetes Prevalence
QAT,Eastern Mediterranean,1996,13.2,NCD_GLUC_04,Diabetes Prevalence
GUY,Americas,2005,7.1,NCD_GLUC_04,Diabetes Prevalence
COL,Americas,2010,8.4,NCD_GLUC_04,Diabetes Prevalence
LBY,Eastern Mediterranean,2004,13.3,NCD_GLUC_04,Diabetes Prevalence
COM,Africa,1993,4.6,NCD_GLUC_04,Diabetes Prevalence
ETH,Africa,2011,5.4,NCD_GLUC_04,Diabetes Prevalence
SEN,Africa,1980,3.8,NCD_GLUC_04,Diabetes Prevalence
GUY,Americas,1983,5.3,NCD_GLUC_04,Diabetes Prevalence
TGO,Africa,2000,5.1,NCD_GLUC_04,Diabetes Prevalence
ETH,Africa,1982,2.3,NCD_GLUC_04,Diabetes Prevalence
FJI,Western Pacific,1993,10.8,NCD_GLUC_04,Diabetes Prevalence
MDV,South-East Asia,1982,3.8,NCD_GLUC_04,Diabetes Prevalence
AUS,Western Pacific,1980,5.6,NCD_GLUC_04,Diabetes Prevalence
LVA,Europe,2013,7.7,NCD_GLUC_04,Diabetes Prevalence
LUX,Europe,1997,5.4,NCD_GLUC_04,Diabetes Prevalence
BGD,South-East Asia,2005,8.1,NCD_GLUC_04,Diabetes Prevalence
COM,Africa,2003,6.1,NCD_GLUC_04,Diabetes Prevalence
MYS,Western Pacific,1984,5.9,NCD_GLUC_04,Diabetes Prevalence
UGA,Africa,1990,2.2,NCD_GLUC_04,Diabetes Prevalence
CZE,Europe,2014,8.4,NCD_GLUC_04,Diabetes Prevalence
CIV,Africa,2011,6.5,NCD_GLUC_04,Diabetes Prevalence
JOR,Eastern Mediterranean,2004,14.1,NCD_GLUC_04,Diabetes Prevalence
NPL,South-East Asia,2003,9.2,NCD_GLUC_04,Diabetes Prevalence
MUS,Africa,2007,12.2,NCD_GLUC_04,Diabetes Prevalence
SWZ,Africa,1988,6.4,NCD_GLUC_04,Diabetes Prevalence
VEN,Americas,2002,9.3,NCD_GLUC_04,Diabetes Prevalence
USA,Americas,1989,5.5,NCD_GLUC_04,Diabetes Prevalence
ZAF,Africa,2007,10.0,NCD_GLUC_04,Diabetes Prevalence
MDA,Europe,1988,6.2,NCD_GLUC_04,Diabetes Prevalence
IND,South-East Asia,2005,7.8,NCD_GLUC_04,Diabetes Prevalence
ETH,Africa,2011,4.7,NCD_GLUC_04,Diabetes Prevalence
EGY,Eastern Mediterranean,2011,14.6,NCD_GLUC_04,Diabetes Prevalence
DZA,Africa,2001,9.1,NCD_GLUC_04,Diabetes Prevalence
KAZ,Europe,1995,8.2,NCD_GLUC_04,Diabetes Prevalence
LAO,Western Pacific,2013,7.5,NCD_GLUC_04,Diabetes Prevalence
IDN,Western Pacific,2009,7.3,NCD_GLUC_04,Diabetes Prevalence
EGY,Eastern Mediterranean,1987,9.4,NCD_GLUC_04,Diabetes Prevalence
SGP,Western Pacific,2004,8.3,NCD_GLUC_04,Diabetes Prevalence
ESP,Europe,2001,6.0,NCD_GLUC_04,Diabetes Prevalence
MLT,Europe,2006,7.7,NCD_GLUC_04,Diabetes Prevalence
NOR,Europe,1982,3.8,NCD_GLUC_04,Diabetes Prevalence
KWT,Eastern Mediterranean,2011,18.7,NCD_GLUC_04,Diabetes Prevalence
TKM,Europe,2014,12.2,NCD_GLUC_04,Diabetes Prevalence
SVN,Europe,2010,6.7,NCD_GLUC_04,Diabetes Prevalence
TCD,Africa,1990,3.3,NCD_GLUC_04,Diabetes Prevalence
SOM,Eastern Mediterranean,1997,4.6,NCD_GLUC_04,Diabetes Prevalence
ARG,Americas,2012,9.1,NCD_GLUC_04,Diabetes Prevalence
BIH,Europe,1999,6.4,NCD_GLUC_04,Diabetes Prevalence
MNE,Europe,2007,7.0,NCD_GLUC_04,Diabetes Prevalence
PAK,Eastern Mediterranean,1999,8.8,NCD_GLUC_04,Diabetes Prevalence
CIV,Africa,1994,4.6,NCD_GLUC_04,Diabetes Prevalence
CHN,Western Pacific,2000,6.2,NCD_GLUC_04,Diabetes Prevalence
UGA,Africa,1981,1.5,NCD_GLUC_04,Diabetes Prevalence
BHS,Americas,2007,11.5,NCD_GLUC_04,Diabetes Prevalence
SLE,Africa,1982,3.4,NCD_GLUC_04,Diabetes Prevalence
DJI,Eastern Mediterranean,1996,7.8,NCD_GLUC_04,Diabetes Prevalence
RUS,Europe,2001,7.5,NCD_GLUC_04,Diabetes Prevalence
NLD,Europe,2001,5.0,NCD_GLUC_04,Diabetes Prevalence
ZMB,Africa,1998,5.2,NCD_GLUC_04,Diabetes Prevalence
CHN,Western Pacific,1982,3.7,NCD_GLUC_04,Diabetes Prevalence
LBR,Africa,1999,4.8,NCD_GLUC_04,Diabetes Prevalence
SVN,Europe,1999,6.2,NCD_GLUC_04,Diabetes Prevalence
CUB,Americas,1999,6.6,NCD_GLUC_04,Diabetes Prevalence
ISR,Europe,2001,6.8,NCD_GLUC_04,Diabetes Prevalence
ZAF,Africa,1996,7.9,NCD_GLUC_04,Diabetes Prevalence
NPL,South-East Asia,2008,8.3,NCD_GLUC_04,Diabetes Prevalence
LTU,Europe,1989,7.2,NCD_GLUC_04,Diabetes Prevalence
TUN,Eastern Mediterranean,1983,5.8,NCD_GLUC_04,Diabetes Prevalence
GIN,Africa,1994,3.7,NCD_GLUC_04,Diabetes Prevalence
ITA,Europe,2013,5.8,NCD_GLUC_04,Diabetes Prevalence
MUS,Africa,1994,10.5,NCD_GLUC_04,Diabetes Prevalence
ZMB,Africa,2007,5.6,NCD_GLUC_04,Diabetes Prevalence
LTU,Europe,2004,7.2,NCD_GLUC_04,Diabetes Prevalence
MAR,Eastern Mediterranean,2000,9.1,NCD_GLUC_04,Diabetes Prevalence
PAN,Americas,1990,5.5,NCD_GLUC_04,Diabetes Prevalence
ALB,Europe,1988,5.8,NCD_GLUC_04,Diabetes Prevalence
ESP,Europe,1982,5.8,NCD_GLUC_04,Diabetes Prevalence
PLW,Western Pacific,2013,23.0,NCD_GLUC_04,Diabetes Prevalence
FIN,Europe,2004,5.6,NCD_GLUC_04,Diabetes Prevalence
LBR,Africa,2008,6.2,NCD_GLUC_04,Diabetes Prevalence
GEO,Europe,2009,11.0,NCD_GLUC_04,Diabetes Prevalence
DJI,Eastern Mediterranean,1982,5.9,NCD_GLUC_04,Diabetes Prevalence
KIR,Western Pacific,2009,20.6,NCD_GLUC_04,Diabetes Prevalence
AGO,Africa,2005,6.1,NCD_GLUC_04,Diabetes Prevalence
GIN,Africa,2000,4.5,NCD_GLUC_04,Diabetes Prevalence
MLI,Africa,1984,3.1,NCD_GLUC_04,Diabetes Prevalence
SRB,Europe,1996,5.6,NCD_GLUC_04,Diabetes Prevalence
SLV,Americas,1997,8.0,NCD_GLUC_04,Diabetes Prevalence
KIR,Western Pacific,2000,17.3,NCD_GLUC_04,Diabetes Prevalence
MMR,South-East Asia,1996,4.3,NCD_GLUC_04,Diabetes Prevalence
SLV,Americas,2005,9.4,NCD_GLUC_04,Diabetes Prevalence
KEN,Africa,1997,3.8,NCD_GLUC_04,Diabetes Prevalence
PNG,Western Pacific,1993,8.4,NCD_GLUC_04,Diabetes Prevalence
BGD,South-East Asia,2008,8.7,NCD_GLUC_04,Diabetes Prevalence
SYC,Africa,1982,6.6,NCD_GLUC_04,Diabetes Prevalence
BEL,Europe,1981,6.3,NCD_GLUC_04,Diabetes Prevalence
SEN,Africa,2011,7.0,NCD_GLUC_04,Diabetes Prevalence
RWA,Africa,2012,4.2,NCD_GLUC_04,Diabetes Prevalence
COK,Western Pacific,1987,15.8,NCD_GLUC_04,Diabetes Prevalence
TUV,Western Pacific,2006,21.1,NCD_GLUC_04,Diabetes Prevalence
BTN,South-East Asia,2003,9.6,NCD_GLUC_04,Diabetes Prevalence
CIV,Africa,2006,6.3,NCD_GLUC_04,Diabetes Prevalence
LUX,Europe,1996,4.0,NCD_GLUC_04,Diabetes Prevalence
DZA,Africa,2011,11.7,NCD_GLUC_04,Diabetes Prevalence
CAF,Africa,1991,3.9,NCD_GLUC_04,Diabetes Prevalence
BRA,Americas,2005,7.1,NCD_GLUC_04,Diabetes Prevalence
MNG,Western Pacific,1981,5.3,NCD_GLUC_04,Diabetes Prevalence
EST,Europe,2008,6.8,NCD_GLUC_04,Diabetes Prevalence
BTN,South-East Asia,1991,6.5,NCD_GLUC_04,Diabetes Prevalence
GUY,Americas,2003,8.0,NCD_GLUC_04,Diabetes Prevalence
COK,Western Pacific,1985,14.5,NCD_GLUC_04,Diabetes Prevalence
BRN,Western Pacific,2010,9.9,NCD_GLUC_04,Diabetes Prevalence
LBN,Eastern Mediterranean,2005,10.4,NCD_GLUC_04,Diabetes Prevalence
EST,Europe,1988,6.4,NCD_GLUC_04,Diabetes Prevalence
LVA,Europe,1999,6.5,NCD_GLUC_04,Diabetes Prevalence
GBR,Europe,1997,4.7,NCD_GLUC_04,Diabetes Prevalence
CUB,Americas,1987,6.9,NCD_GLUC_04,Diabetes Prevalence
FIN,Europe,1989,6.3,NCD_GLUC_04,Diabetes Prevalence
PER,Americas,2009,7.5,NCD_GLUC_04,Diabetes Prevalence
GHA,Africa,1981,3.1,NCD_GLUC_04,Diabetes Prevalence
MAR,Eastern Mediterranean,1983,5.3,NCD_GLUC_04,Diabetes Prevalence
MMR,South-East Asia,1983,3.8,NCD_GLUC_04,Diabetes Prevalence
NPL,South-East Asia,1998,7.0,NCD_GLUC_04,Diabetes Prevalence
TCD,Africa,2005,6.3,NCD_GLUC_04,Diabetes Prevalence
ZMB,Africa,1986,4.4,NCD_GLUC_04,Diabetes Prevalence
KWT,Eastern Mediterranean,1981,13.2,NCD_GLUC_04,Diabetes Prevalence
RWA,Africa,1994,2.3,NCD_GLUC_04,Diabetes Prevalence
THA,South-East Asia,2004,6.8,NCD_GLUC_04,Diabetes Prevalence
ITA,Europe,2000,4.7,NCD_GLUC_04,Diabetes Prevalence
LUX,Europe,2010,3.9,NCD_GLUC_04,Diabetes Prevalence
SWE,Europe,2012,5.8,NCD_GLUC_04,Diabetes Prevalence
IND,South-East Asia,1980,4.1,NCD_GLUC_04,Diabetes Prevalence
VNM,Western Pacific,1999,4.7,NCD_GLUC_04,Diabetes Prevalence
BDI,Africa,1989,1.8,NCD_GLUC_04,Diabetes Prevalence
ARG,Americas,2004,8.0,NCD_GLUC_04,Diabetes Prevalence
KIR,Western Pacific,2007,20.2,NCD_GLUC_04,Diabetes Prevalence
ZWE,Africa,1997,6.4,NCD_GLUC_04,Diabetes Prevalence
