country_code,region,year,value,indicator_code,indicator_name
ISL,Europe,2008,7.8,NCD_GLUC_04,Diabetes Prevalence
IND,South-East Asia,1985,5.2,NCD_GLUC_04,Diabetes Prevalence
MWI,Africa,2008,5.4,NCD_GLUC_04,Diabetes Prevalence
PRT,Europe,1984,4.8,NCD_GLUC_04,Diabetes Prevalence
ROU,Europe,1983,5.2,NCD_GLUC_04,Diabetes Prevalence
AFG,Eastern Mediterranean,1987,5.6,NCD_GLUC_04,Diabetes Prevalence
AND,Europe,2009,7.0,NCD_GLUC_04,Diabetes Prevalence
LBN,Eastern Mediterranean,2003,9.0,NCD_GLUC_04,Diabetes Prevalence
ZMB,Africa,2001,5.0,NCD_GLUC_04,Diabetes Prevalence
LBY,Eastern Mediterranean,2011,14.2,NCD_GLUC_04,Diabetes Prevalence
PAK,Eastern Mediterranean,1996,8.1,NCD_GLUC_04,Diabetes Prevalence
POL,Europe,2005,7.0,NCD_GLUC_04,Diabetes Prevalence
SGP,Western Pacific,1997,9.6,NCD_GLUC_04,Diabetes Prevalence
KEN,Africa,1999,4.4,NCD_GLUC_04,Diabetes Prevalence
ATG,Americas,1982,4.1,NCD_GLUC_04,Diabetes Prevalence
MKD,Europe,1997,6.5,NCD_GLUC_04,Diabetes Prevalence
FSM,Western Pacific,2002,17.7,NCD_GLUC_04,Diabetes Prevalence
SLV,Americas,1993,6.6,NCD_GLUC_04,Diabetes Prevalence
BHS,Americas,1985,8.0,NCD_GLUC_04,Diabetes Prevalence
DOM,Americas,2009,9.3,NCD_GLUC_04,Diabetes Prevalence
CRI,Americas,1998,6.7,NCD_GLUC_04,Diabetes Prevalence
KHM,Western Pacific,1990,4.4,NCD_GLUC_04,Diabetes Prevalence
TCD,Africa,1983,3.0,NCD_GLUC_04,Diabetes Prevalence
IND,South-East Asia,2004,7.7,NCD_GLUC_04,Diabetes Prevalence
EGY,Eastern Mediterranean,2002,14.0,NCD_GLUC_04,Diabetes Prevalence
MKD,Europe,1983,5.6,NCD_GLUC_04,Diabetes Prevalence
CMR,Africa,1999,4.9,NCD_GLUC_04,Diabetes Prevalence
THA,South-East Asia,1999,7.2,NCD_GLUC_04,Diabetes Prevalence
AGO,Africa,2004,5.9,NCD_GLUC_04,Diabetes Prevalence
NIC,Americas,1997,6.9,NCD_GLUC_04,Diabetes Prevalence
MDG,Africa,1989,3.3,NCD_GLUC_04,Diabetes Prevalence
CIV,Africa,1992,4.4,NCD_GLUC_04,Diabetes Prevalence
LVA,Europe,2003,6.4,NCD_GLUC_04,Diabetes Prevalence
UZB,Europe,2002,7.0,NCD_GLUC_04,Diabetes Prevalence
CMR,Africa,1982,3.2,NCD_GLUC_04,Diabetes Prevalence
NZL,Western Pacific,1981,4.7,NCD_GLUC_04,Diabetes Prevalence
LBR,Africa,2000,4.9,NCD_GLUC_04,Diabetes Prevalence
POL,Europe,2011,6.8,NCD_GLUC_04,Diabetes Prevalence
SEN,Africa,1983,4.1,NCD_GLUC_04,Diabetes Prevalence
FSM,Western Pacific,2013,22.9,NCD_GLUC_04,Diabetes Prevalence
NGA,Africa,2007,5.5,NCD_GLUC_04,Diabetes Prevalence
MMR,South-East Asia,1983,4.2,NCD_GLUC_04,Diabetes Prevalence
ISR,Europe,1989,6.1,NCD_GLUC_04,Diabetes Prevalence
IDN,Western Pacific,1985,4.2,NCD_GLUC_04,Diabetes Prevalence
LSO,Africa,2014,7.3,NCD_GLUC_04,Diabetes Prevalence
UZB,Europe,1983,4.6,NCD_GLUC_04,Diabetes Prevalence
FJI,Western Pacific,1999,12.3,NCD_GLUC_04,Diabetes Prevalence
FJI,Western Pacific,2001,14.3,NCD_GLUC_04,Diabetes Prevalence
TKM,Europe,2006,8.7,NCD_GLUC_04,Diabetes Prevalence
COK,Western Pacific,1994,20.5,NCD_GLUC_04,Diabetes Prevalence
LKA,South-East Asia,1994,4.0,NCD_GLUC_04,Diabetes Prevalence
CRI,Americas,1986,5.0,NCD_GLUC_04,Diabetes Prevalence
UKR,Europe,1990,5.5,NCD_GLUC_04,Diabetes Prevalence
GTM,Americas,2008,8.8,NCD_GLUC_04,Diabetes Prevalence
GRC,Europe,1996,6.1,NCD_GLUC_04,Diabetes Prevalence
DJI,Eastern Mediterranean,2012,8.6,NCD_GLUC_04,Diabetes Prevalence
BTN,South-East Asia,1996,7.9,NCD_GLUC_04,Diabetes Prevalence
UGA,Africa,1986,1.6,NCD_GLUC_04,Diabetes Prevalence
ESP,Europe,1986,6.0,NCD_GLUC_04,Diabetes Prevalence
AND,Europe,2006,6.2,NCD_GLUC_04,Diabetes Prevalence
SVK,Europe,1991,5.5,NCD_GLUC_04,Diabetes Prevalence
TLS,South-East Asia,1995,4.5,NCD_GLUC_04,Diabetes Prevalence
PRK,South-East Asia,1986,6.2,NCD_GLUC_04,Diabetes Prevalence
COK,Western Pacific,1996,20.2,NCD_GLUC_04,Diabetes Prevalence
DEU,Europe,1990,4.1,NCD_GLUC_04,Diabetes Prevalence
RUS,Europe,1988,5.9,NCD_GLUC_04,Diabetes Prevalence
TLS,South-East Asia,2007,5.1,NCD_GLUC_04,Diabetes Prevalence
COD,Africa,1982,2.6,NCD_GLUC_04,Diabetes Prevalence
BRB,Americas,2004,11.2,NCD_GLUC_04,Diabetes Prevalence
LUX,Europe,1998,4.0,NCD_GLUC_04,Diabetes Prevalence
PNG,Western Pacific,2007,12.3,NCD_GLUC_04,Diabetes Prevalence
KGZ,Europe,1993,5.8,NCD_GLUC_04,Diabetes Prevalence
IDN,Western Pacific,1992,5.2,NCD_GLUC_04,Diabetes Prevalence
COK,Western Pacific,2003,24.3,NCD_GLUC_04,Diabetes Prevalence
CHE,Europe,1990,3.2,NCD_GLUC_04,Diabetes Prevalence
KIR,Western Pacific,1993,12.6,NCD_GLUC_04,Diabetes Prevalence
NRU,Western Pacific,1995,28.3,NCD_GLUC_04,Diabetes Prevalence
SOM,Eastern Mediterranean,1990,4.1,NCD_GLUC_04,Diabetes Prevalence
MLI,Africa,1997,4.0,NCD_GLUC_04,Diabetes Prevalence
MDG,Africa,2003,4.5,NCD_GLUC_04,Diabetes Prevalence
AND,Europe,2002,6.4,NCD_GLUC_04,Diabetes Prevalence
OMN,Eastern Mediterranean,1992,8.4,NCD_GLUC_04,Diabetes Prevalence
SOM,Eastern Mediterranean,2013,6.7,NCD_GLUC_04,Diabetes Prevalence
HRV,Europe,1983,4.6,NCD_GLUC_04,Diabetes Prevalence
SYC,Africa,2006,9.0,NCD_GLUC_04,Diabetes Prevalence
BLR,Europe,1981,5.4,NCD_GLUC_04,Diabetes Prevalence
TLS,South-East Asia,2001,4.9,NCD_GLUC_04,Diabetes Prevalence
PAN,Americas,1988,5.6,NCD_GLUC_04,Diabetes Prevalence
CAF,Africa,2001,5.0,NCD_GLUC_04,Diabetes Prevalence
WSM,Western Pacific,1998,16.0,NCD_GLUC_04,Diabetes Prevalence
TON,Western Pacific,2006,20.6,NCD_GLUC_04,Diabetes Prevalence
BHR,Eastern Mediterranean,2000,10.6,NCD_GLUC_04,Diabetes Prevalence
CIV,Africa,2009,6.2,NCD_GLUC_04,Diabetes Prevalence
BIH,Europe,2012,6.9,NCD_GLUC_04,Diabetes Prevalence
DMA,Americas,1995,9.2,NCD_GLUC_04,Diabetes Prevalence
ZWE,Africa,1982,4.2,NCD_GLUC_04,Diabetes Prevalence
GBR,Europe,2005,6.2,NCD_GLUC_04,Diabetes Prevalence
SLV,Americas,1985,5.7,NCD_GLUC_04,Diabetes Prevalence
POL,Europe,1994,6.2,NCD_GLUC_04,Diabetes Prevalence
DEU,Europe,2010,3.9,NCD_GLUC_04,Diabetes Prevalence
UGA,Africa,1987,2.3,NCD_GLUC_04,Diabetes Prevalence
VEN,Americas,1984,7.1,NCD_GLUC_04,Diabetes Prevalence
GEO,Europe,1994,7.0,NCD_GLUC_04,Diabetes Prevalence
USA,Americas,1989,4.8,NCD_GLUC_04,Diabetes Prevalence
BIH,Europe,2008,7.6,NCD_GLUC_04,Diabetes Prevalence
ARE,Eastern Mediterranean,1983,9.7,NCD_GLUC_04,Diabetes Prevalence
PLW,Western Pacific,1994,19.4,NCD_GLUC_04,Diabetes Prevalence
CAN,Americas,1992,4.5,NCD_GLUC_04,Diabetes Prevalence
SVK,Europe,1992,5.5,NCD_GLUC_04,Diabetes Prevalence
LAO,Western Pacific,1989,3.8,NCD_GLUC_04,Diabetes Prevalence
COG,Africa,2011,7.2,NCD_GLUC_04,Diabetes Prevalence
NIU,Western Pacific,2014,26.8,NCD_GLUC_04,Diabetes Prevalence
DOM,Americas,1993,6.4,NCD_GLUC_04,Diabetes Prevalence
POL,Europe,1997,6.2,NCD_GLUC_04,Diabetes Prevalence
PAK,Eastern Mediterranean,1987,6.8,NCD_GLUC_04,Diabetes Prevalence
ATG,Americas,2001,9.1,NCD_GLUC_04,Diabetes Prevalence
GAB,Africa,2003,8.3,NCD_GLUC_04,Diabetes Prevalence
AND,Europe,2008,7.0,NCD_GLUC_04,Diabetes Prevalence
KIR,Western Pacific,1989,10.5,NCD_GLUC_04,Diabetes Prevalence
SOM,Eastern Mediterranean,2001,5.7,NCD_GLUC_04,Diabetes Prevalence
AUT,Europe,2005,5.3,NCD_GLUC_04,Diabetes Prevalence
CYP,Europe,2001,5.5,NCD_GLUC_04,Diabetes Prevalence
SYR,Eastern Mediterranean,1981,5.7,NCD_GLUC_04,Diabetes Prevalence
KAZ,Europe,2011,10.8,NCD_GLUC_04,Diabetes Prevalence
TZA,Africa,1985,2.9,NCD_GLUC_04,Diabetes Prevalence
BIH,Europe,2006,7.5,NCD_GLUC_04,Diabetes Prevalence
SLB,Western Pacific,2011,13.0,NCD_GLUC_04,Diabetes Prevalence
NRU,Western Pacific,1999,31.3,NCD_GLUC_04,Diabetes Prevalence
WSM,Western Pacific,2003,18.7,NCD_GLUC_04,Diabetes Prevalence
TZA,Africa,1998,4.4,NCD_GLUC_04,Diabetes Prevalence
DJI,Eastern Mediterranean,1985,6.1,NCD_GLUC_04,Diabetes Prevalence
ECU,Americas,1994,5.0,NCD_GLUC_04,Diabetes Prevalence
MYS,Western Pacific,1989,6.9,NCD_GLUC_04,Diabetes Prevalence
VEN,Americas,1989,7.5,NCD_GLUC_04,Diabetes Prevalence
MNG,Western Pacific,1989,6.3,NCD_GLUC_04,Diabetes Prevalence
LVA,Europe,1991,6.5,NCD_GLUC_04,Diabetes Prevalence
CMR,Africa,2000,5.0,NCD_GLUC_04,Diabetes Prevalence
FSM,Western Pacific,2012,22.4,NCD_GLUC_04,Diabetes Prevalence
BDI,Africa,2007,3.4,NCD_GLUC_04,Diabetes Prevalence
TKM,Europe,1984,5.4,NCD_GLUC_04,Diabetes Prevalence
BFA,Africa,1988,2.8,NCD_GLUC_04,Diabetes Prevalence
BRA,Americas,1980,5.2,NCD_GLUC_04,Diabetes Prevalence
IRN,Eastern Mediterranean,1996,7.2,NCD_GLUC_04,Diabetes Prevalence
DJI,Eastern Mediterranean,1991,7.0,NCD_GLUC_04,Diabetes Prevalence
NRU,Western Pacific,1994,29.6,NCD_GLUC_04,Diabetes Prevalence
CYP,Europe,1991,4.9,NCD_GLUC_04,Diabetes Prevalence
LTU,Europe,2002,7.0,NCD_GLUC_04,Diabetes Prevalence
HUN,Europe,1983,6.0,NCD_GLUC_04,Diabetes Prevalence
AND,Europe,2000,7.7,NCD_GLUC_04,Diabetes Prevalence
ARE,Eastern Mediterranean,2013,15.0,NCD_GLUC_04,Diabetes Prevalence
ZMB,Africa,2011,6.3,NCD_GLUC_04,Diabetes Prevalence
AND,Europe,1999,7.7,NCD_GLUC_04,Diabetes Prevalence
QAT,Eastern Mediterranean,2000,13.7,NCD_GLUC_04,Diabetes Prevalence
ITA,Europe,1991,5.2,NCD_GLUC_04,Diabetes Prevalence
ARE,Eastern Mediterranean,2008,14.4,NCD_GLUC_04,Diabetes Prevalence
BRN,Western Pacific,2000,8.5,NCD_GLUC_04,Diabetes Prevalence
WSM,Western Pacific,2008,23.2,NCD_GLUC_04,Diabetes Prevalence
ITA,Europe,1986,4.9,NCD_GLUC_04,Diabetes Prevalence
BHS,Americas,2000,11.3,NCD_GLUC_04,Diabetes Prevalence
MLT,Europe,2001,6.8,NCD_GLUC_04,Diabetes Prevalence
TUV,Western Pacific,1987,11.0,NCD_GLUC_04,Diabetes Prevalence
MUS,Africa,1982,8.3,NCD_GLUC_04,Diabetes Prevalence
BHS,Americas,1992,8.1,NCD_GLUC_04,Diabetes Prevalence
MLI,Africa,1991,4.2,NCD_GLUC_04,Diabetes Prevalence
ERI,Africa,2014,6.0,NCD_GLUC_04,Diabetes Prevalence
SLB,Western Pacific,1980,5.5,NCD_GLUC_04,Diabetes Prevalence
BGR,Europe,1982,5.7,NCD_GLUC_04,Diabetes Prevalence
ROU,Europe,2013,6.3,NCD_GLUC_04,Diabetes Prevalence
IRN,Eastern Mediterranean,2014,12.1,NCD_GLUC_04,Diabetes Prevalence
OMN,Eastern Mediterranean,2013,14.0,NCD_GLUC_04,Diabetes Prevalence
BEN,Africa,1989,4.1,NCD_GLUC_04,Diabetes Prevalence
AFG,Eastern Mediterranean,2004,9.3,NCD_GLUC_04,Diabetes Prevalence
GNB,Africa,1981,2.8,NCD_GLUC_04,Diabetes Prevalence
RUS,Europe,2001,6.2,NCD_GLUC_04,Diabetes Prevalence
NPL,South-East Asia,2001,8.6,NCD_GLUC_04,Diabetes Prevalence
GNQ,Africa,2008,8.0,NCD_GLUC_04,Diabetes Prevalence
TUR,Europe,2012,12.4,NCD_GLUC_04,Diabetes Prevalence
BRN,Western Pacific,2013,9.2,NCD_GLUC_04,Diabetes Prevalence
AZE,Europe,1992,6.6,NCD_GLUC_04,Diabetes Prevalence
KAZ,Europe,2010,10.6,NCD_GLUC_04,Diabetes Prevalence
ARE,Eastern Mediterranean,2005,13.7,NCD_GLUC_04,Diabetes Prevalence
NGA,Africa,1982,2.8,NCD_GLUC_04,Diabetes Prevalence
COM,Africa,1982,3.4,NCD_GLUC_04,Diabetes Prevalence
ERI,Africa,1995,3.5,NCD_GLUC_04,Diabetes Prevalence
UKR,Europe,2008,7.0,NCD_GLUC_04,Diabetes Prevalence
MWI,Africa,1981,2.8,NCD_GLUC_04,Diabetes Prevalence
BRN,Western Pacific,1982,8.8,NCD_GLUC_04,Diabetes Prevalence
GNB,Africa,1997,4.5,NCD_GLUC_04,Diabetes Prevalence
CYP,Europe,1994,5.9,NCD_GLUC_04,Diabetes Prevalence
KOR,Western Pacific,1999,7.5,NCD_GLUC_04,Diabetes Prevalence
NZL,Western Pacific,1993,6.8,NCD_GLUC_04,Diabetes Prevalence
JAM,Americas,2012,8.8,NCD_GLUC_04,Diabetes Prevalence
ITA,Europe,2008,4.6,NCD_GLUC_04,Diabetes Prevalence
SEN,Africa,2001,5.9,NCD_GLUC_04,Diabetes Prevalence
SWE,Europe,1984,5.1,NCD_GLUC_04,Diabetes Prevalence
MUS,Africa,1996,10.4,NCD_GLUC_04,Diabetes Prevalence
CUB,Americas,1999,7.3,NCD_GLUC_04,Diabetes Prevalence
STP,Africa,1994,6.5,NCD_GLUC_04,Diabetes Prevalence
KWT,Eastern Mediterranean,1994,14.4,NCD_GLUC_04,Diabetes Prevalence
HTI,Americas,1985,3.3,NCD_GLUC_04,Diabetes Prevalence
LVA,Europe,1990,6.5,NCD_GLUC_04,Diabetes Prevalence
LSO,Africa,1997,5.9,NCD_GLUC_04,Diabetes Prevalence
SAU,Eastern Mediterranean,2007,15.1,NCD_GLUC_04,Diabetes Prevalence
YEM,Eastern Mediterranean,1999,7.1,NCD_GLUC_04,Diabetes Prevalence
MEX,Americas,1994,8.6,NCD_GLUC_04,Diabetes Prevalence
IRL,Europe,2003,5.7,NCD_GLUC_04,Diabetes Prevalence
MEX,Americas,2012,11.2,NCD_GLUC_04,Diabetes Prevalence
NPL,South-East Asia,2000,8.3,NCD_GLUC_04,Diabetes Prevalence
BRN,Western Pacific,1996,9.8,NCD_GLUC_04,Diabetes Prevalence
UZB,Europe,2001,6.8,NCD_GLUC_04,Diabetes Prevalence
DJI,Eastern Mediterranean,1995,7.7,NCD_GLUC_04,Diabetes Prevalence
LBR,Africa,1989,4.6,NCD_GLUC_04,Diabetes Prevalence
PHL,Western Pacific,2009,7.0,NCD_GLUC_04,Diabetes Prevalence
CAN,Americas,2009,4.8,NCD_GLUC_04,Diabetes Prevalence
ESP,Europe,1999,6.9,NCD_GLUC_04,Diabetes Prevalence
ZMB,Africa,2014,6.7,NCD_GLUC_04,Diabetes Prevalence
SEN,Africa,2014,7.3,NCD_GLUC_04,Diabetes Prevalence
FRA,Europe,1983,5.4,NCD_GLUC_04,Diabetes Prevalence
RWA,Africa,1994,2.6,NCD_GLUC_04,Diabetes Prevalence
CZE,Europe,2003,7.4,NCD_GLUC_04,Diabetes Prevalence
BWA,Africa,1987,4.1,NCD_GLUC_04,Diabetes Prevalence
EST,Europe,2014,7.1,NCD_GLUC_04,Diabetes Prevalence
GTM,Americas,1983,4.6,NCD_GLUC_04,Diabetes Prevalence
MNG,Western Pacific,2012,10.6,NCD_GLUC_04,Diabetes Prevalence
AUS,Western Pacific,2008,6.8,NCD_GLUC_04,Diabetes Prevalence
JAM,Americas,1981,4.0,NCD_GLUC_04,Diabetes Prevalence
HUN,Europe,1987,6.1,NCD_GLUC_04,Diabetes Prevalence
NGA,Africa,2008,5.5,NCD_GLUC_04,Diabetes Prevalence
GNB,Africa,2013,7.2,NCD_GLUC_04,Diabetes Prevalence
HND,Americas,2007,8.3,NCD_GLUC_04,Diabetes Prevalence
CHE,Europe,1986,3.4,NCD_GLUC_04,Diabetes Prevalence
GIN,Africa,2010,5.5,NCD_GLUC_04,Diabetes Prevalence
SYR,Eastern Mediterranean,1988,7.9,NCD_GLUC_04,Diabetes Prevalence
UGA,Africa,2009,3.9,NCD_GLUC_04,Diabetes Prevalence
ISR,Europe,2006,5.8,NCD_GLUC_04,Diabetes Prevalence
ERI,Africa,2005,4.2,NCD_GLUC_04,Diabetes Prevalence
ERI,Africa,1997,3.7,NCD_GLUC_04,Diabetes Prevalence
MLT,Europe,1981,7.4,NCD_GLUC_04,Diabetes Prevalence
BEL,Europe,1998,4.4,NCD_GLUC_04,Diabetes Prevalence
SVN,Europe,1986,4.8,NCD_GLUC_04,Diabetes Prevalence
NOR,Europe,2010,4.0,NCD_GLUC_04,Diabetes Prevalence
SYC,Africa,1990,6.9,NCD_GLUC_04,Diabetes Prevalence
ROU,Europe,1997,5.1,NCD_GLUC_04,Diabetes Prevalence
CAN,Americas,2013,4.8,NCD_GLUC_04,Diabetes Prevalence
VCT,Americas,1993,7.4,NCD_GLUC_04,Diabetes Prevalence
COD,Africa,1993,3.5,NCD_GLUC_04,Diabetes Prevalence
BLZ,Americas,1998,9.1,NCD_GLUC_04,Diabetes Prevalence
BEN,Africa,1991,4.3,NCD_GLUC_04,Diabetes Prevalence
COD,Africa,1994,3.6,NCD_GLUC_04,Diabetes Prevalence
LAO,Western Pacific,2004,6.4,NCD_GLUC_04,Diabetes Prevalence
ARE,Eastern Mediterranean,2009,14.6,NCD_GLUC_04,Diabetes Prevalence
COD,Africa,1991,3.3,NCD_GLUC_04,Diabetes Prevalence
BGD,South-East Asia,1989,5.3,NCD_GLUC_04,Diabetes Prevalence
MAR,Eastern Mediterranean,2009,11.9,NCD_GLUC_04,Diabetes Prevalence
YEM,Eastern Mediterranean,1990,4.9,NCD_GLUC_04,Diabetes Prevalence
COD,Africa,2001,4.2,NCD_GLUC_04,Diabetes Prevalence
MNG,Western Pacific,1998,7.5,NCD_GLUC_04,Diabetes Prevalence
KAZ,Europe,1986,6.9,NCD_GLUC_04,Diabetes Prevalence
GUY,Americas,1983,3.9,NCD_GLUC_04,Diabetes Prevalence
LAO,Western Pacific,1999,5.6,NCD_GLUC_04,Diabetes Prevalence
NIU,Western Pacific,2012,26.2,NCD_GLUC_04,Diabetes Prevalence
NPL,South-East Asia,2007,8.2,NCD_GLUC_04,Diabetes Prevalence
PHL,Western Pacific,2004,6.7,NCD_GLUC_04,Diabetes Prevalence
TUN,Eastern Mediterranean,1998,9.3,NCD_GLUC_04,Diabetes Prevalence
VCT,Americas,2004,9.0,NCD_GLUC_04,Diabetes Prevalence
VCT,Americas,1995,7.1,NCD_GLUC_04,Diabetes Prevalence
YEM,Eastern Mediterranean,2011,10.3,NCD_GLUC_04,Diabetes Prevalence
TUR,Europe,1991,6.5,NCD_GLUC_04,Diabetes Prevalence
LTU,Europe,2014,7.9,NCD_GLUC_04,Diabetes Prevalence
DNK,Europe,1998,3.9,NCD_GLUC_04,Diabetes Prevalence
ATG,Americas,1980,3.9,NCD_GLUC_04,Diabetes Prevalence
ROU,Europe,2001,5.5,NCD_GLUC_04,Diabetes Prevalence
LKA,South-East Asia,1982,3.5,NCD_GLUC_04,Diabetes Prevalence
SOM,Eastern Mediterranean,1980,3.0,NCD_GLUC_04,Diabetes Prevalence
CHE,Europe,1981,3.0,NCD_GLUC_04,Diabetes Prevalence
SGP,Western Pacific,1989,8.2,NCD_GLUC_04,Diabetes Prevalence
RUS,Europe,1986,7.4,NCD_GLUC_04,Diabetes Prevalence
FIN,Europe,2010,5.4,NCD_GLUC_04,Diabetes Prevalence
TZA,Africa,2013,6.0,NCD_GLUC_04,Diabetes Prevalence
LSO,Africa,1999,7.5,NCD_GLUC_04,Diabetes Prevalence
LAO,Western Pacific,1996,5.5,NCD_GLUC_04,Diabetes Prevalence
CRI,Americas,1995,6.2,NCD_GLUC_04,Diabetes Prevalence
BHS,Americas,1991,9.7,NCD_GLUC_04,Diabetes Prevalence
EGY,Eastern Mediterranean,1994,9.3,NCD_GLUC_04,Diabetes Prevalence
MMR,South-East Asia,2003,5.9,NCD_GLUC_04,Diabetes Prevalence
IRN,Eastern Mediterranean,2002,7.8,NCD_GLUC_04,Diabetes Prevalence
IDN,Western Pacific,2011,7.1,NCD_GLUC_04,Diabetes Prevalence
NLD,Europe,2003,4.5,NCD_GLUC_04,Diabetes Prevalence
ZAF,Africa,1984,6.6,NCD_GLUC_04,Diabetes Prevalence
RWA,Africa,1989,1.5,NCD_GLUC_04,Diabetes Prevalence
HTI,Americas,2003,6.3,NCD_GLUC_04,Diabetes Prevalence
COM,Africa,2002,6.0,NCD_GLUC_04,Diabetes Prevalence
FSM,Western Pacific,1993,12.5,NCD_GLUC_04,Diabetes Prevalence
BRN,Western Pacific,1990,7.3,NCD_GLUC_04,Diabetes Prevalence
BLR,Europe,2004,7.1,NCD_GLUC_04,Diabetes Prevalence
DZA,Africa,2013,12.3,NCD_GLUC_04,Diabetes Prevalence
ECU,Americas,2014,7.5,NCD_GLUC_04,Diabetes Prevalence
CHN,Western Pacific,1986,4.0,NCD_GLUC_04,Diabetes Prevalence
UZB,Europe,1997,6.2,NCD_GLUC_04,Diabetes Prevalence
TJK,Europe,1982,4.4,NCD_GLUC_04,Diabetes Prevalence
PAN,Americas,2008,8.4,NCD_GLUC_04,Diabetes Prevalence
PRT,Europe,1992,5.2,NCD_GLUC_04,Diabetes Prevalence
VUT,Western Pacific,1999,10.8,NCD_GLUC_04,Diabetes Prevalence
MNG,Western Pacific,1997,7.3,NCD_GLUC_04,Diabetes Prevalence
SVK,Europe,2010,6.8,NCD_GLUC_04,Diabetes Prevalence
MMR,South-East Asia,1999,5.3,NCD_GLUC_04,Diabetes Prevalence
COG,Africa,1982,3.6,NCD_GLUC_04,Diabetes Prevalence
TUR,Europe,1989,6.9,NCD_GLUC_04,Diabetes Prevalence
LCA,Americas,1991,4.8,NCD_GLUC_04,Diabetes Prevalence
MDG,Africa,2008,5.0,NCD_GLUC_04,Diabetes Prevalence
ATG,Americas,2007,10.7,NCD_GLUC_04,Diabetes Prevalence
SGP,Western Pacific,1993,9.3,NCD_GLUC_04,Diabetes Prevalence
KEN,Africa,2004,4.6,NCD_GLUC_04,Diabetes Prevalence
COM,Africa,2013,7.8,NCD_GLUC_04,Diabetes Prevalence
GNB,Africa,2002,5.4,NCD_GLUC_04,Diabetes Prevalence
FRA,Europe,2013,4.4,NCD_GLUC_04,Diabetes Prevalence
DEU,Europe,1994,4.8,NCD_GLUC_04,Diabetes Prevalence
BGR,Europe,1983,5.3,NCD_GLUC_04,Diabetes Prevalence
COK,Western Pacific,2009,25.4,NCD_GLUC_04,Diabetes Prevalence
ERI,Africa,1993,3.1,NCD_GLUC_04,Diabetes Prevalence
USA,Americas,1985,4.5,NCD_GLUC_04,Diabetes Prevalence
NIC,Americas,2011,8.8,NCD_GLUC_04,Diabetes Prevalence
MAR,Eastern Mediterranean,2008,11.7,NCD_GLUC_04,Diabetes Prevalence
POL,Europe,2008,7.0,NCD_GLUC_04,Diabetes Prevalence
NGA,Africa,1985,3.1,NCD_GLUC_04,Diabetes Prevalence
ATG,Americas,2008,9.7,NCD_GLUC_04,Diabetes Prevalence
CAN,Americas,1994,5.2,NCD_GLUC_04,Diabetes Prevalence
TJK,Europe,2008,8.0,NCD_GLUC_04,Diabetes Prevalence
KNA,Americas,1988,8.5,NCD_GLUC_04,Diabetes Prevalence
BTN,South-East Asia,1989,5.8,NCD_GLUC_04,Diabetes Prevalence
JAM,Americas,2009,12.5,NCD_GLUC_04,Diabetes Prevalence
LBY,Eastern Mediterranean,1996,10.6,NCD_GLUC_04,Diabetes Prevalence
NAM,Africa,2000,4.9,NCD_GLUC_04,Diabetes Prevalence
NER,Africa,1990,3.0,NCD_GLUC_04,Diabetes Prevalence
MYS,Western Pacific,1992,7.1,NCD_GLUC_04,Diabetes Prevalence
NLD,Europe,2012,3.6,NCD_GLUC_04,Diabetes Prevalence
JPN,Western Pacific,2003,7.7,NCD_GLUC_04,Diabetes Prevalence
BFA,Africa,2010,5.0,NCD_GLUC_04,Diabetes Prevalence
POL,Europe,1992,6.2,NCD_GLUC_04,Diabetes Prevalence
NGA,Africa,1988,3.6,NCD_GLUC_04,Diabetes Prevalence
AZE,Europe,2009,10.6,NCD_GLUC_04,Diabetes Prevalence
GEO,Europe,1985,6.1,NCD_GLUC_04,Diabetes Prevalence
SUR,Americas,1982,8.2,NCD_GLUC_04,Diabetes Prevalence
FRA,Europe,2008,7.2,NCD_GLUC_04,Diabetes Prevalence
PER,Americas,1998,7.1,NCD_GLUC_04,Diabetes Prevalence
EGY,Eastern Mediterranean,1994,10.3,NCD_GLUC_04,Diabetes Prevalence
NZL,Western Pacific,1987,6.4,NCD_GLUC_04,Diabetes Prevalence
GBR,Europe,2003,4.9,NCD_GLUC_04,Diabetes Prevalence
ROU,Europe,1992,5.0,NCD_GLUC_04,Diabetes Prevalence
THA,South-East Asia,1988,4.3,NCD_GLUC_04,Diabetes Prevalence
AGO,Africa,1995,4.5,NCD_GLUC_04,Diabetes Prevalence
HND,Americas,2014,8.5,NCD_GLUC_04,Diabetes Prevalence
BDI,Africa,1985,1.5,NCD_GLUC_04,Diabetes Prevalence
TUR,Europe,1983,5.7,NCD_GLUC_04,Diabetes Prevalence
DJI,Eastern Mediterranean,2004,8.4,NCD_GLUC_04,Diabetes Prevalence
AZE,Europe,1985,6.7,NCD_GLUC_04,Diabetes Prevalence
CZE,Europe,2001,7.2,NCD_GLUC_04,Diabetes Prevalence
SVK,Europe,2007,5.9,NCD_GLUC_04,Diabetes Prevalence
PLW,Western Pacific,1990,17.4,NCD_GLUC_04,Diabetes Prevalence
IND,South-East Asia,1984,5.1,NCD_GLUC_04,Diabetes Prevalence
SYR,Eastern Mediterranean,1994,8.1,NCD_GLUC_04,Diabetes Prevalence
GRD,Americas,1993,6.1,NCD_GLUC_04,Diabetes Prevalence
JOR,Eastern Mediterranean,2003,12.9,NCD_GLUC_04,Diabetes Prevalence
LUX,Europe,1986,5.1,NCD_GLUC_04,Diabetes Prevalence
